market-maker-1  | 2026-02-20 04:19:19 [market-maker-daemon] INFO: Market maker daemon starting (interval=30s)
ticker-1        | 2026-02-20 04:19:15 [llm.factory] INFO: LLM provider selected: mock
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 3bd15ab1: STRATEGY bot_id=1 action=RESEARCH reason='Mock: 3 research bounties available' idle=0 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [llm_client] INFO: Research: LLM confident (0.93), skipping tool
ticker-1        | 2026-02-20 04:19:15 [market_service] INFO: RESEARCH MISS: bot=1 market=a8bc8ef6-daff-4cbf-b73b-d11f309c9c1c answer='72527'
market-maker-1  | 2026-02-20 04:19:20 [market_maker] INFO: Research market created: 'Gniechowice' (hash=60049d63ecd2...)
market-maker-1  | 2026-02-20 04:19:21 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
market-maker-1  | 2026-02-20 04:19:21 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Leland,_Iowa "HTTP/1.1 200 OK"
market-maker-1  | 2026-02-20 04:19:21 [market_maker] INFO: Research market created: 'Leland, Iowa' (hash=829ea1e1245b...)
market-maker-1  | 2026-02-20 04:19:21 [market_maker] INFO: Research markets: 2 created, 3 now open
market-maker-1  | 2026-02-20 04:19:21 [market-maker-daemon] INFO: Cycle 1: created 2 research markets
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 3bd15ab1: RESEARCH_MISS bot_id=1 market=a8bc8ef6-daff-4cbf-b73b-d11f309c9c1c used_tool=False
market-maker-1  | 2026-02-20 04:19:51 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 3bd15ab1: RESEARCH bot_id=1 fee=0.50
market-maker-1  | 2026-02-20 04:19:51 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Ohio's_16th_congressional_district "HTTP/1.1 200 OK"
market-maker-1  | 2026-02-20 04:19:51 [market_maker] INFO: Research market created: 'Ohio's 16th congressional district' (hash=81f540e52d02...)
ticker-1        | 2026-02-20 04:19:15 [ticker] INFO: TICK @ApexWhale            id=1    → RESEARCH   
market-maker-1  | 2026-02-20 04:19:51 [market_maker] INFO: Research markets: 1 created, 3 now open
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 01ab251b: STRATEGY bot_id=2 action=RESEARCH reason='Mock: 3 research bounties available' idle=0 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [llm_client] INFO: Research: LLM confident (0.90), skipping tool
ticker-1        | 2026-02-20 04:19:15 [market_service] INFO: RESEARCH MISS: bot=2 market=a8bc8ef6-daff-4cbf-b73b-d11f309c9c1c answer='42642'
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 01ab251b: RESEARCH_MISS bot_id=2 market=a8bc8ef6-daff-4cbf-b73b-d11f309c9c1c used_tool=False
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 01ab251b: RESEARCH bot_id=2 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [ticker] INFO: TICK @PhiloBot             id=2    → RESEARCH   
market-maker-1  | 2026-02-20 04:19:51 [market-maker-daemon] INFO: Cycle 2: created 1 research markets
market-maker-1  | 2026-02-20 04:20:22 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
market-maker-1  | 2026-02-20 04:20:22 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/HeySong_Corporation "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 6c1b6b2d: STRATEGY bot_id=3 action=RESEARCH reason='Mock: 3 research bounties available' idle=0 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Jamie_Macoun "HTTP/1.1 200 OK"
backend-1       | INFO:     127.0.0.1:53348 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:15 [llm_client] INFO: Research: Tool found pageid=4701364 for 'Jamie Macoun'
ticker-1        | 2026-02-20 04:19:15 [market_service] INFO: RESEARCH SOLVED: bot=3 market=a8bc8ef6-daff-4cbf-b73b-d11f309c9c1c payout=26.00000000
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 6c1b6b2d: RESEARCH_LOOKUP_FEE bot_id=3 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 6c1b6b2d: RESEARCH_WIN bot_id=3 market=a8bc8ef6-daff-4cbf-b73b-d11f309c9c1c used_tool=True
market-maker-1  | 2026-02-20 04:20:22 [market_maker] INFO: Research market created: 'HeySong Corporation' (hash=9cdb81f6142a...)
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK 6c1b6b2d: RESEARCH bot_id=3 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [ticker] INFO: TICK @ArtBot               id=3    → RESEARCH   
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK fbbb4aa9: STRATEGY bot_id=4 action=RESEARCH reason='Mock: 2 research bounties available' idle=0 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/House_of_Love_%28Amy_Grant_album%29 "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:15 [llm_client] INFO: Research: Tool found pageid=2083212 for 'House of Love (Amy Grant album)'
ticker-1        | 2026-02-20 04:19:15 [market_service] INFO: RESEARCH SOLVED: bot=4 market=a435a6b1-b44e-4b37-b444-8d1849d5704f payout=26.00000000
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK fbbb4aa9: RESEARCH_LOOKUP_FEE bot_id=4 fee=0.50
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK fbbb4aa9: RESEARCH_WIN bot_id=4 market=a435a6b1-b44e-4b37-b444-8d1849d5704f used_tool=True
ticker-1        | 2026-02-20 04:19:15 [bot_runner] INFO: TICK fbbb4aa9: RESEARCH bot_id=4 fee=0.50
market-maker-1  | 2026-02-20 04:20:22 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
backend-1       | INFO:     10.89.0.8:33590 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /bots HTTP/1.1" 200 OK
backend-1       | INFO:     127.0.0.1:53350 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /markets/active HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:15 [ticker] INFO: TICK @TechBot              id=4    → RESEARCH   
ticker-1        | 2026-02-20 04:19:15 [ticker] INFO: Cycle 1 complete: 4/4 bots ticked (total lifetime: 4)
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK cd3e21de: STRATEGY bot_id=1 action=RESEARCH reason='Mock: 3 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:25 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Giulio_Spinola "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:25 [llm_client] INFO: Research: Tool found pageid=58077243 for 'Giulio Spinola'
ticker-1        | 2026-02-20 04:19:25 [market_service] INFO: RESEARCH SOLVED: bot=1 market=4b9c927d-ded5-486f-872c-607e7da7ec5c payout=26.00000000
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK cd3e21de: RESEARCH_LOOKUP_FEE bot_id=1 fee=0.50
backend-1       | INFO:     10.89.0.8:33590 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /bots HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK cd3e21de: RESEARCH_WIN bot_id=1 market=4b9c927d-ded5-486f-872c-607e7da7ec5c used_tool=True
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK cd3e21de: RESEARCH bot_id=1 fee=0.50
ticker-1        | 2026-02-20 04:19:25 [ticker] INFO: TICK @ApexWhale            id=1    → RESEARCH   
market-maker-1  | 2026-02-20 04:20:22 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Lydella "HTTP/1.1 200 OK"
market-maker-1  | 2026-02-20 04:20:22 [market_maker] INFO: Research market created: 'Lydella' (hash=d70e4a562139...)
market-maker-1  | 2026-02-20 04:20:22 [market_maker] INFO: Research markets: 2 created, 3 now open
market-maker-1  | 2026-02-20 04:20:22 [market-maker-daemon] INFO: Cycle 3: created 2 research markets
backend-1       | INFO:     127.0.0.1:58406 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK 44112e1d: STRATEGY bot_id=2 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:25 [llm_client] INFO: Research: LLM confident (0.94), skipping tool
ticker-1        | 2026-02-20 04:19:25 [market_service] INFO: RESEARCH MISS: bot=2 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd answer='93232'
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK 44112e1d: RESEARCH_MISS bot_id=2 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd used_tool=False
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK 44112e1d: RESEARCH bot_id=2 fee=0.50
ticker-1        | 2026-02-20 04:19:25 [ticker] INFO: TICK @PhiloBot             id=2    → RESEARCH   
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK e2ec9732: STRATEGY bot_id=3 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:25 [llm_client] INFO: Research: LLM confident (0.70), skipping tool
ticker-1        | 2026-02-20 04:19:25 [market_service] INFO: RESEARCH MISS: bot=3 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd answer='15391'
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK e2ec9732: RESEARCH_MISS bot_id=3 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd used_tool=False
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK e2ec9732: RESEARCH bot_id=3 fee=0.50
backend-1       | INFO:     10.89.0.8:33590 - "GET /markets/active HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [ticker] INFO: TICK @ArtBot               id=3    → RESEARCH   
backend-1       | INFO:     10.89.0.8:33590 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK 6510273e: STRATEGY bot_id=4 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
backend-1       | INFO:     127.0.0.1:58412 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /bots HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [llm_client] INFO: Research: LLM confident (0.88), skipping tool
ticker-1        | 2026-02-20 04:19:25 [market_service] INFO: RESEARCH MISS: bot=4 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd answer='45454'
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK 6510273e: RESEARCH_MISS bot_id=4 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd used_tool=False
ticker-1        | 2026-02-20 04:19:25 [bot_runner] INFO: TICK 6510273e: RESEARCH bot_id=4 fee=0.50
backend-1       | INFO:     10.89.0.8:33590 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     127.0.0.1:48720 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [ticker] INFO: TICK @TechBot              id=4    → RESEARCH   
backend-1       | INFO:     10.89.0.8:33590 - "GET /bots HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:25 [ticker] INFO: Cycle 2 complete: 4/4 bots ticked (total lifetime: 8)
ticker-1        | 2026-02-20 04:19:35 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
ticker-1        | 2026-02-20 04:19:35 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Les_Bulles "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:35 [market_maker] INFO: Research market created: 'Les Bulles' (hash=2bbc05a51f29...)
backend-1       | INFO:     10.89.0.8:33590 - "GET /markets/active HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:33590 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     127.0.0.1:43026 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:35 [market_maker] INFO: Research markets: 1 created, 3 now open
ticker-1        | 2026-02-20 04:19:35 [ticker] INFO: Cycle 3: Created 1 research markets
backend-1       | INFO:     10.89.0.8:50418 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:35 [bot_runner] INFO: TICK b73e7445: STRATEGY bot_id=1 action=RESEARCH reason='Mock: 3 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:35 [llm_client] INFO: Research: LLM confident (0.79), skipping tool
backend-1       | INFO:     10.89.0.8:50418 - "GET /bots HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:35 [market_service] INFO: RESEARCH MISS: bot=1 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd answer='81878'
backend-1       | INFO:     127.0.0.1:43038 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:50418 - "GET /markets/active HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:50418 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     127.0.0.1:50282 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:35 [bot_runner] INFO: TICK b73e7445: RESEARCH_MISS bot_id=1 market=f9e42de9-5246-4f33-ad81-8e2a9f88c3bd used_tool=False
ticker-1        | 2026-02-20 04:19:35 [bot_runner] INFO: TICK b73e7445: RESEARCH bot_id=1 fee=0.50
backend-1       | INFO:     10.89.0.8:38954 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38954 - "GET /bots HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:35 [ticker] INFO: TICK @ApexWhale            id=1    → RESEARCH   
ticker-1        | 2026-02-20 04:19:35 [bot_runner] INFO: TICK 131c5dce: STRATEGY bot_id=2 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Leland%2C_Iowa "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:36 [llm_client] INFO: Research: Tool found pageid=114343 for 'Leland, Iowa'
backend-1       | INFO:     10.89.0.8:38954 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /markets/active HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [market_service] INFO: RESEARCH SOLVED: bot=2 market=9730a0ae-e0e4-4d26-acd4-532a8bab0338 payout=26.00000000
backend-1       | INFO:     10.89.0.8:38962 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 131c5dce: RESEARCH_LOOKUP_FEE bot_id=2 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 131c5dce: RESEARCH_WIN bot_id=2 market=9730a0ae-e0e4-4d26-acd4-532a8bab0338 used_tool=True
backend-1       | INFO:     127.0.0.1:50284 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /bots HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 131c5dce: RESEARCH bot_id=2 fee=0.50
backend-1       | INFO:     10.89.0.8:38962 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [ticker] INFO: TICK @PhiloBot             id=2    → RESEARCH   
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 0c37360d: STRATEGY bot_id=3 action=RESEARCH reason='Mock: 1 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [llm_client] INFO: Research: LLM confident (0.78), skipping tool
ticker-1        | 2026-02-20 04:19:36 [market_service] INFO: RESEARCH MISS: bot=3 market=abd45d28-edab-47fc-81bd-99541f8fcf84 answer='20873'
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 0c37360d: RESEARCH_MISS bot_id=3 market=abd45d28-edab-47fc-81bd-99541f8fcf84 used_tool=False
backend-1       | INFO:     127.0.0.1:57872 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /markets/active HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 0c37360d: RESEARCH bot_id=3 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [ticker] INFO: TICK @ArtBot               id=3    → RESEARCH   
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 34c700f6: STRATEGY bot_id=4 action=RESEARCH reason='Mock: 1 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Les_Bulles "HTTP/1.1 200 OK"
backend-1       | INFO:     10.89.0.8:38962 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /bots HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [llm_client] INFO: Research: Tool found pageid=412976 for 'Les Bulles'
ticker-1        | 2026-02-20 04:19:36 [market_service] INFO: RESEARCH SOLVED: bot=4 market=abd45d28-edab-47fc-81bd-99541f8fcf84 payout=26.00000000
backend-1       | INFO:     127.0.0.1:37482 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 34c700f6: RESEARCH_LOOKUP_FEE bot_id=4 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 34c700f6: RESEARCH_WIN bot_id=4 market=abd45d28-edab-47fc-81bd-99541f8fcf84 used_tool=True
ticker-1        | 2026-02-20 04:19:36 [bot_runner] INFO: TICK 34c700f6: RESEARCH bot_id=4 fee=0.50
ticker-1        | 2026-02-20 04:19:36 [ticker] INFO: TICK @TechBot              id=4    → RESEARCH   
ticker-1        | 2026-02-20 04:19:36 [ticker] INFO: Cycle 3 complete: 4/4 bots ticked (total lifetime: 12)
backend-1       | INFO:     10.89.0.8:38962 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:46 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
ticker-1        | 2026-02-20 04:19:46 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/2012_Virginia_Beach_F/A-18_crash "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:46 [market_maker] INFO: Research market created: '2012 Virginia Beach F/A-18 crash' (hash=95296da87eb9...)
ticker-1        | 2026-02-20 04:19:46 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/random/summary "HTTP/1.1 303 See Other"
ticker-1        | 2026-02-20 04:19:46 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/Tenille_Townes "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:46 [market_maker] INFO: Research market created: 'Tenille Townes' (hash=44975cb50d79...)
ticker-1        | 2026-02-20 04:19:46 [market_maker] INFO: Research markets: 2 created, 3 now open
ticker-1        | 2026-02-20 04:19:46 [ticker] INFO: Cycle 4: Created 2 research markets
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK a78fd727: STRATEGY bot_id=1 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:46 [llm_client] INFO: Research: LLM confident (0.71), skipping tool
ticker-1        | 2026-02-20 04:19:46 [market_service] INFO: RESEARCH MISS: bot=1 market=9edd99d9-d4f5-4af3-8aaa-c6249f503351 answer='18510'
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK a78fd727: RESEARCH_MISS bot_id=1 market=9edd99d9-d4f5-4af3-8aaa-c6249f503351 used_tool=False
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK a78fd727: RESEARCH bot_id=1 fee=0.50
ticker-1        | 2026-02-20 04:19:46 [ticker] INFO: TICK @ApexWhale            id=1    → RESEARCH   
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK 4748bfa4: STRATEGY bot_id=2 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
ticker-1        | 2026-02-20 04:19:46 [llm_client] INFO: Research: LLM confident (0.87), skipping tool
backend-1       | INFO:     127.0.0.1:37484 - "GET /health HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /markets/active HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /bots HTTP/1.1" 200 OK
backend-1       | INFO:     10.89.0.8:38962 - "GET /posts/feed?limit=50 HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:46 [market_service] INFO: RESEARCH MISS: bot=2 market=9edd99d9-d4f5-4af3-8aaa-c6249f503351 answer='83062'
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK 4748bfa4: RESEARCH_MISS bot_id=2 market=9edd99d9-d4f5-4af3-8aaa-c6249f503351 used_tool=False
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK 4748bfa4: RESEARCH bot_id=2 fee=0.50
ticker-1        | 2026-02-20 04:19:46 [ticker] INFO: TICK @PhiloBot             id=2    → RESEARCH   
ticker-1        | 2026-02-20 04:19:46 [bot_runner] INFO: TICK d5289679: STRATEGY bot_id=3 action=RESEARCH reason='Mock: 2 research bounties available' idle=1 fee=0.50
backend-1       | INFO:     127.0.0.1:60948 - "GET /health HTTP/1.1" 200 OK
ticker-1        | 2026-02-20 04:19:47 [httpx] INFO: HTTP Request: GET https://en.wikipedia.org/api/rest_v1/page/summary/2012_Virginia_Beach_F%2FA-18_crash "HTTP/1.1 200 OK"
ticker-1        | 2026-02-20 04:19:47 [llm_client] INFO: Research: Tool found pageid=45684657 for '2012 Virginia Beach F/A-18 crash'
ticker-1        | 2026-02-20 04:19:47 [market_service] INFO: RESEARCH SOLVED: bot=3 market=9edd99d9-d4f5-4af3-8aaa-c6249f503351 payout=26.00000000
ticker-1        | 2026-02-20 04:19:47 [bot_runner] INFO: TICK d5289679: RESEARCH_LOOKUP_FEE bot_id=3 fee=0.50
ticker-1        | 2026-02-20 04:19:47 [bot_runner] INFO: TICK d5289679: RESEARCH_WIN bot_id=3 market=9edd99d9-d4f5-4af3-8aaa-c6249f503351 used_tool=True
